taxon_name,place_name,user_login,identifiers,name,name (1),id,created_at,updated_at,observed_on,observed_on_time,iconic_taxon,taxon_id,taxon_rank,latitude,longitude,obscured,quality_grade,user_id,license_obs,identifications_count,num_identification_agreements,num_identification_disagreements,kingdom,phylum,class,order,family,genus
Bugulina turbinata,,badosa,"badosa, xasalva, badosa, xasalva",Spain,Gerona,130925,2023-06-07 00:00:00,2024-01-25 00:00:00,2023-06-07 00:00:00,2024-11-22 11:58:00,bryozoa,254246,species,41.7877,3.05455,False,research,72,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Bugulina
Myriapora truncata,El Negre,fecdas_mediambient,"fecdas_mediambient, xasalva",Spain,Barcelona,130820,2023-06-07 00:00:00,2023-06-07 00:00:00,2023-04-23 00:00:00,2024-11-22 07:54:00,bryozoa,34982,species,41.5397,2.49963,False,research,372,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Myriaporidae,Myriapora
Myriapora truncata,El Negre,fecdas_mediambient,"fecdas_mediambient, xasalva",Spain,Barcelona,130766,2023-06-07 00:00:00,2023-06-07 00:00:00,2023-04-23 00:00:00,2024-11-22 07:27:00,bryozoa,34982,species,41.5397,2.49963,False,research,372,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Myriaporidae,Myriapora
Myriapora truncata,El Negre,fecdas_mediambient,"fecdas_mediambient, xasalva",Spain,Barcelona,130746,2023-06-07 00:00:00,2023-06-07 00:00:00,2023-04-23 00:00:00,2024-11-22 07:18:00,bryozoa,34982,species,41.5397,2.49963,False,research,372,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Myriaporidae,Myriapora
Myriapora truncata,El Negre,fecdas_mediambient,"fecdas_mediambient, xasalva",Spain,Barcelona,130741,2023-06-07 00:00:00,2023-06-07 00:00:00,2023-04-23 00:00:00,2024-11-22 07:15:00,bryozoa,34982,species,41.5397,2.49963,False,research,372,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Myriaporidae,Myriapora
Pentapora fascialis,El Negre,fecdas_mediambient,"fecdas_mediambient, xasalva",Spain,Barcelona,130731,2023-06-07 00:00:00,2023-06-07 00:00:00,2023-04-23 00:00:00,2024-11-22 07:13:00,bryozoa,252951,species,41.5397,2.49963,False,research,372,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bitectiporidae,Pentapora
Pentapora fascialis,El Negre,fecdas_mediambient,"xasalva, loreto_rodriguez",Spain,Barcelona,130728,2023-06-07 00:00:00,2023-06-14 00:00:00,2023-04-23 00:00:00,2024-11-22 07:12:00,bryozoa,252951,species,41.5397,2.49963,False,research,372,cc-by-nc,2,2,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bitectiporidae,Pentapora
Myriapora truncata,El Negre,fecdas_mediambient,"fecdas_mediambient, xasalva",Spain,Barcelona,130708,2023-06-07 00:00:00,2023-06-07 00:00:00,2023-04-23 00:00:00,2024-11-22 07:06:00,bryozoa,34982,species,41.5397,2.49963,False,research,372,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Myriaporidae,Myriapora
Pentapora fascialis,El Negre,fecdas_mediambient,"fecdas_mediambient, xasalva",Spain,Barcelona,130693,2023-06-07 00:00:00,2023-06-07 00:00:00,2023-04-23 00:00:00,2024-11-22 07:00:00,bryozoa,252951,species,41.5397,2.49963,False,research,372,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bitectiporidae,Pentapora
Pentapora fascialis,El Negre,fecdas_mediambient,"fecdas_mediambient, xasalva",Spain,Barcelona,130664,2023-06-07 00:00:00,2023-06-07 00:00:00,2023-04-23 00:00:00,2024-11-22 06:55:00,bryozoa,252951,species,41.5397,2.49963,False,research,372,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bitectiporidae,Pentapora
Myriapora truncata,El Negre,fecdas_mediambient,"fecdas_mediambient, xasalva",Spain,Barcelona,130655,2023-06-07 00:00:00,2023-06-07 00:00:00,2023-04-23 00:00:00,2024-11-22 07:30:00,bryozoa,34982,species,41.5397,2.49963,False,research,372,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Myriaporidae,Myriapora
Parasmittina rouvillei,El Negre,fecdas_mediambient,"xasalva, xasalva, fecdas_mediambient",Spain,Barcelona,130649,2023-06-07 00:00:00,2023-06-08 00:00:00,2023-04-23 00:00:00,2024-11-22 08:26:00,bryozoa,257470,species,41.5397,2.49963,False,research,372,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Smittinidae,Parasmittina
Myriapora truncata,El Negre,fecdas_mediambient,"xasalva, loreto_rodriguez",Spain,Barcelona,130643,2023-06-07 00:00:00,2023-06-14 00:00:00,2023-04-23 00:00:00,2024-11-22 08:26:00,bryozoa,34982,species,41.5397,2.49963,False,research,372,cc-by-nc,2,2,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Myriaporidae,Myriapora
Pentapora fascialis,El Negre,fecdas_mediambient,"xasalva, loreto_rodriguez, loreto_rodriguez",Spain,Barcelona,130611,2023-06-07 00:00:00,2023-06-14 00:00:00,2023-04-23 00:00:00,2024-11-22 08:26:00,bryozoa,252951,species,41.5397,2.49963,False,research,372,cc-by-nc,2,2,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bitectiporidae,Pentapora
Myriapora truncata,El Negre,fecdas_mediambient,"fecdas_mediambient, xasalva",Spain,Barcelona,130574,2023-06-07 00:00:00,2023-06-07 00:00:00,2023-04-23 00:00:00,2024-11-22 22:00:00,bryozoa,34982,species,41.5397,2.49963,False,research,372,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Myriaporidae,Myriapora
Myriapora truncata,El Negre,fecdas_mediambient,"fecdas_mediambient, xasalva",Spain,Barcelona,130536,2023-06-07 00:00:00,2023-06-07 00:00:00,2023-04-23 00:00:00,2024-11-22 08:09:00,bryozoa,34982,species,41.5397,2.49963,False,research,372,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Myriaporidae,Myriapora
Myriapora truncata,El Negre,fecdas_mediambient,"fecdas_mediambient, xasalva",Spain,Barcelona,130531,2023-06-07 00:00:00,2023-06-07 00:00:00,2023-04-23 00:00:00,2024-11-22 08:02:00,bryozoa,34982,species,41.5397,2.49963,False,research,372,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Myriaporidae,Myriapora
Myriapora truncata,El Negre,fecdas_mediambient,"fecdas_mediambient, xasalva",Spain,Barcelona,130525,2023-06-07 00:00:00,2023-06-07 00:00:00,2023-04-23 00:00:00,2024-11-22 07:55:00,bryozoa,34982,species,41.5397,2.49963,False,research,372,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Myriaporidae,Myriapora
Myriapora truncata,El Negre,fecdas_mediambient,"fecdas_mediambient, xasalva",Spain,Barcelona,130523,2023-06-07 00:00:00,2023-06-07 00:00:00,2023-04-23 00:00:00,2024-11-22 07:52:00,bryozoa,34982,species,41.5397,2.49963,False,research,372,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Myriaporidae,Myriapora
Myriapora truncata,El Negre,fecdas_mediambient,"fecdas_mediambient, xasalva",Spain,Barcelona,130510,2023-06-07 00:00:00,2023-06-07 00:00:00,2023-04-23 00:00:00,2024-11-22 07:42:00,bryozoa,34982,species,41.5397,2.49963,False,research,372,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Myriaporidae,Myriapora
Pentapora fascialis,El Negre,fecdas_mediambient,"fecdas_mediambient, xasalva",Spain,Barcelona,130499,2023-06-07 00:00:00,2023-06-07 00:00:00,2023-04-23 00:00:00,2024-11-22 07:42:00,bryozoa,252951,species,41.5397,2.49963,False,research,372,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bitectiporidae,Pentapora
Myriapora truncata,El Negre,fecdas_mediambient,"fecdas_mediambient, xasalva",Spain,Barcelona,130494,2023-06-07 00:00:00,2023-06-07 00:00:00,2023-04-23 00:00:00,2024-11-22 07:42:00,bryozoa,34982,species,41.5397,2.49963,False,research,372,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Myriaporidae,Myriapora
Pentapora fascialis,El Negre,fecdas_mediambient,"fecdas_mediambient, xasalva",Spain,Barcelona,130491,2023-06-07 00:00:00,2023-06-07 00:00:00,2023-04-23 00:00:00,2024-11-22 07:42:00,bryozoa,252951,species,41.5397,2.49963,False,research,372,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bitectiporidae,Pentapora
Reteporella grimaldii,El Negre,fecdas_mediambient,"xasalva, loreto_rodriguez",Spain,Barcelona,130469,2023-06-07 00:00:00,2023-06-14 00:00:00,2023-04-23 00:00:00,2024-11-22 07:15:00,bryozoa,245741,species,41.5397,2.49963,False,research,372,cc-by-nc,2,2,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Phidoloporidae,Reteporella
Myriapora truncata,El Negre,fecdas_mediambient,"fecdas_mediambient, badosa",Spain,Barcelona,130458,2023-06-07 00:00:00,2023-06-07 00:00:00,2023-04-23 00:00:00,2024-11-22 07:11:00,bryozoa,34982,species,41.5397,2.49963,False,research,372,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Myriaporidae,Myriapora
Pentapora fascialis,El Negre,fecdas_mediambient,"xasalva, loreto_rodriguez",Spain,Barcelona,130454,2023-06-07 00:00:00,2023-06-14 00:00:00,2023-04-23 00:00:00,2024-11-22 07:07:00,bryozoa,252951,species,41.5397,2.49963,False,research,372,cc-by-nc,2,2,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bitectiporidae,Pentapora
Pentapora fascialis,El Negre,fecdas_mediambient,"fecdas_mediambient, xasalva",Spain,Barcelona,130444,2023-06-07 00:00:00,2023-06-07 00:00:00,2023-04-23 00:00:00,2024-11-22 07:02:00,bryozoa,252951,species,41.5397,2.49963,False,research,372,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bitectiporidae,Pentapora
Pentapora fascialis,El Negre,fecdas_mediambient,"xasalva, fecdas_mediambient",Spain,Barcelona,130440,2023-06-07 00:00:00,2023-06-07 00:00:00,2023-04-23 00:00:00,2024-11-22 07:00:00,bryozoa,252951,species,41.5397,2.49963,False,research,372,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bitectiporidae,Pentapora
Myriapora truncata,El Negre,fecdas_mediambient,"fecdas_mediambient, xasalva",Spain,Barcelona,130437,2023-06-07 00:00:00,2023-06-07 00:00:00,2023-04-23 00:00:00,2024-11-22 06:59:00,bryozoa,34982,species,41.5397,2.49963,False,research,372,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Myriaporidae,Myriapora
Bugula neritina,,blanesvila,blanesvila,Spain,Gerona,130316,2023-06-06 00:00:00,2023-06-06 00:00:00,2023-06-06 00:00:00,2024-11-22 10:40:00,bryozoa,247594,species,41.6703,2.78816,False,casual,684,C,0,0,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Bugula
Lichenoporidae,El Pas Port de la Selva,guillermoalvarez_fecdas,"guillermoalvarez_fecdas, xasalva, loreto_rodriguez",Spain,Gerona,130271,2023-06-05 00:00:00,2023-07-07 00:00:00,2023-06-03 00:00:00,2024-11-22 19:35:00,bryozoa,3428,family,42.3434,3.20116,False,needs_id,16,cc-by-nc,3,3,0,Animalia,Bryozoa,Stenolaemata,Cyclostomatida,,
Electra posidoniae,"Peyrefite (Perafita), 66650 Banyuls-sur-Mer, Francia",manelsalvador,"xasalva, manelsalvador",France,Pyrénées-Orientales,130223,2023-06-05 00:00:00,2023-06-06 00:00:00,2023-06-02 00:00:00,2024-11-22 12:31:00,bryozoa,245637,species,42.4602,3.15918,False,research,224,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Electridae,Electra
Myriapora truncata,Sant Pol,loreto_rodriguez,"xasalva, badosa",Spain,Gerona,130025,2023-06-05 00:00:00,2023-06-06 00:00:00,2023-06-03 00:00:00,2024-11-22 21:29:00,bryozoa,34982,species,41.7873,3.04621,False,research,54,cc-by-nc,2,2,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Myriaporidae,Myriapora
Pentapora fascialis,"N-II, Km 651.5, 08392, Barcelona, Spain",ealcaniz,"ealcaniz, xasalva",Spain,Barcelona,129966,2023-06-05 00:00:00,2024-03-01 00:00:00,2023-06-05 00:00:00,2024-11-22 10:19:00,bryozoa,252951,species,41.5567,2.51198,False,research,219,cc-by-nc-sa,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bitectiporidae,Pentapora
Cellepora pumicosa,Segur de Calafell,bertinhaco,"xasalva, bertinhaco",Spain,Tarragona,129770,2023-06-04 00:00:00,2023-06-04 00:00:00,2023-06-04 00:00:00,2024-11-22 09:56:00,bryozoa,249834,species,41.1861,1.60941,False,research,51,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Celleporidae,Cellepora
Schizoporella errata,Segur de Calafell,bertinhaco,"bertinhaco, xasalva, bertinhaco",Spain,Tarragona,129767,2023-06-04 00:00:00,2023-06-04 00:00:00,2023-06-04 00:00:00,2024-11-22 09:53:00,bryozoa,248503,species,41.1861,1.60941,False,research,51,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Schizoporellidae,Schizoporella
Amathia verticillata,Segur de Calafell,bertinhaco,"bertinhaco, xasalva",Spain,Tarragona,129758,2023-06-04 00:00:00,2023-06-04 00:00:00,2023-06-04 00:00:00,2024-11-22 09:47:00,bryozoa,244238,species,41.1861,1.60941,False,research,51,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Ctenostomatida,Vesiculariidae,Amathia
Amathia verticillata,Segur de Calafell,bertinhaco,"bertinhaco, xasalva",Spain,Tarragona,129750,2023-06-04 00:00:00,2023-06-04 00:00:00,2023-06-04 00:00:00,2024-11-22 09:39:00,bryozoa,244238,species,41.1861,1.60941,False,research,51,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Ctenostomatida,Vesiculariidae,Amathia
Cellepora pumicosa,Segur de Calafell,bertinhaco,"xasalva, bertinhaco",Spain,Tarragona,129747,2023-06-04 00:00:00,2023-06-04 00:00:00,2023-06-04 00:00:00,2024-11-22 09:38:00,bryozoa,249834,species,41.1861,1.60941,False,research,51,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Celleporidae,Cellepora
Myriapora truncata,cala giverola,joaquibote,"bertinhaco, bertinhaco, xasalva",Spain,Gerona,129719,2023-06-04 00:00:00,2023-06-04 00:00:00,2023-06-03 00:00:00,2024-11-22 11:37:00,bryozoa,34982,species,41.7373,2.9541,False,research,622,cc-by-nc,2,2,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Myriaporidae,Myriapora
Schizoporella errata,Spain,lausanchezvila,"xasalva, lausanchezvila",Spain,Barcelona,129673,2023-06-03 00:00:00,2023-06-08 00:00:00,2023-06-03 00:00:00,2024-11-22 12:06:00,bryozoa,248503,species,41.3815,2.19785,False,research,8,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Schizoporellidae,Schizoporella
Turbicellepora avicularis,,lausanchezvila,"xasalva, bertinhaco, andrea, lausanchezvila",Spain,Barcelona,129496,2023-06-02 00:00:00,2023-06-08 00:00:00,2023-06-01 00:00:00,2024-11-22 10:08:00,bryozoa,253403,species,41.1978,1.79568,False,research,8,cc-by-nc,3,3,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Celleporidae,Turbicellepora
Pentapora fascialis,Platja d'Aro,jordijpg,"jordijpg, xasalva, bertinhaco",Spain,Gerona,129387,2023-06-01 00:00:00,2023-06-02 00:00:00,2023-05-27 00:00:00,2024-11-22 11:06:00,bryozoa,252951,species,41.7975,3.06908,False,research,680,cc-by-nc,2,2,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bitectiporidae,Pentapora
Bugulina calathus,Biotops garraf,bertinhaco,"bertinhaco, xasalva, bertinhaco",Spain,Barcelona,129372,2023-06-01 00:00:00,2023-06-01 00:00:00,2023-06-01 00:00:00,2024-11-22 07:15:00,bryozoa,93688,species,41.1978,1.79568,False,research,51,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Bugulina
Rhynchozoon,Biotops garraf,bertinhaco,"xasalva, bertinhaco",Spain,Barcelona,129368,2023-06-01 00:00:00,2023-06-01 00:00:00,2023-06-01 00:00:00,2024-11-22 07:13:00,bryozoa,15381,genus,41.1978,1.79568,False,research,51,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Phidoloporidae,
Reptadeonella violacea,"La Trencada  Mataró, Barcelona, España",guillermoalvarez_fecdas,"guillermoalvarez_fecdas, xasalva",Spain,Barcelona,129259,2023-05-31 00:00:00,2023-06-01 00:00:00,2023-05-28 00:00:00,2024-11-22 06:58:00,bryozoa,245658,species,41.5245,2.45676,False,research,16,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Adeonidae,Reptadeonella
Electra posidoniae,"La Trencada  Mataró, Barcelona, España",guillermoalvarez_fecdas,"guillermoalvarez_fecdas, xasalva",Spain,Barcelona,129247,2023-05-31 00:00:00,2023-06-01 00:00:00,2023-05-28 00:00:00,2024-11-22 06:51:00,bryozoa,245637,species,41.5245,2.45676,False,research,16,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Electridae,Electra
Rhynchozoon,"La Trencada  Mataró, Barcelona, España",guillermoalvarez_fecdas,"guillermoalvarez_fecdas, jaume-piera, xasalva, jaume-piera",Spain,Barcelona,129240,2023-05-31 00:00:00,2024-02-06 00:00:00,2023-05-28 00:00:00,2024-11-22 06:46:00,bryozoa,15381,genus,41.5245,2.45676,False,research,16,cc-by-nc,3,3,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Phidoloporidae,
Myriapora truncata,"La Trencada  Mataró, Barcelona, España",guillermoalvarez_fecdas,"guillermoalvarez_fecdas, xasalva",Spain,Barcelona,129188,2023-05-31 00:00:00,2023-06-01 00:00:00,2023-05-28 00:00:00,2024-11-22 06:24:00,bryozoa,34982,species,41.5245,2.45676,False,research,16,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Myriaporidae,Myriapora
Reptadeonella violacea,"La Trencada  Mataró, Barcelona, España",guillermoalvarez_fecdas,"guillermoalvarez_fecdas, xasalva",Spain,Barcelona,129186,2023-05-31 00:00:00,2023-06-01 00:00:00,2023-05-28 00:00:00,2024-11-22 06:23:00,bryozoa,245658,species,41.5245,2.45676,False,research,16,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Adeonidae,Reptadeonella
Myriapora truncata,"Mataró, Barcelona, Espanya",jalaball,"jalaball, xasalva",Spain,Barcelona,129179,2023-05-31 00:00:00,2023-06-01 00:00:00,2023-05-31 00:00:00,2024-11-22 09:59:00,bryozoa,34982,species,41.5466,2.47669,False,research,623,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Myriaporidae,Myriapora
Myriapora truncata,Platja d'Aro (Punt Aneris),fecdas_mediambient,"fecdas_mediambient, xasalva",Spain,Gerona,129053,2023-05-31 00:00:00,2023-05-31 00:00:00,2023-05-27 00:00:00,2024-11-22 07:35:00,bryozoa,34982,species,41.8013,3.0692,False,research,372,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Myriaporidae,Myriapora
Myriapora truncata,Platja d'Aro (Punt Aneris),fecdas_mediambient,"fecdas_mediambient, xasalva",Spain,Gerona,129045,2023-05-31 00:00:00,2023-05-31 00:00:00,2023-05-27 00:00:00,2024-11-22 07:30:00,bryozoa,34982,species,41.8013,3.0692,False,research,372,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Myriaporidae,Myriapora
Myriapora truncata,L'Estartit CC3 Fotosub apnea,fecdas_mediambient,"fecdas_mediambient, xasalva",Spain,Gerona,128915,2023-05-30 00:00:00,2023-05-30 00:00:00,2023-05-06 00:00:00,2024-11-22 11:20:00,bryozoa,34982,species,42.0539,3.21103,False,research,372,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Myriaporidae,Myriapora
Pentapora fascialis,Divers - Platja d'Aro,sara_riera,"sara_riera, xasalva",Spain,Gerona,128784,2023-05-30 00:00:00,2023-05-30 00:00:00,2023-05-27 00:00:00,2024-11-22 20:44:00,bryozoa,252951,species,41.7987,3.06812,False,research,545,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bitectiporidae,Pentapora
Myriapora truncata,"Islas Medas, Girona, España",guillermoalvarez_fecdas,"guillermoalvarez_fecdas, xasalva",Spain,Gerona,128646,2023-05-30 00:00:00,2023-05-30 00:00:00,2023-05-13 00:00:00,2024-11-22 12:32:00,bryozoa,34982,species,42.0466,3.2238,False,research,16,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Myriaporidae,Myriapora
Myriapora truncata,"Islas Medas, Girona, España",guillermoalvarez_fecdas,"guillermoalvarez_fecdas, xasalva",Spain,Gerona,128609,2023-05-30 00:00:00,2023-05-30 00:00:00,2023-05-13 00:00:00,2024-11-22 07:27:00,bryozoa,34982,species,42.0466,3.2238,False,research,16,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Myriaporidae,Myriapora
Myriapora truncata,Spain,bertinhaco,"bertinhaco, xasalva",Spain,Tarragona,128120,2023-05-29 00:00:00,2023-05-29 00:00:00,2023-05-28 00:00:00,2024-11-22 10:28:00,bryozoa,34982,species,40.9132,0.840532,False,research,51,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Myriaporidae,Myriapora
Myriapora truncata,Spain,bertinhaco,"bertinhaco, xasalva",Spain,Tarragona,128118,2023-05-29 00:00:00,2023-05-29 00:00:00,2023-05-28 00:00:00,2024-11-22 10:27:00,bryozoa,34982,species,40.9132,0.840532,False,research,51,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Myriaporidae,Myriapora
Myriapora truncata,Spain,bertinhaco,"bertinhaco, xasalva",Spain,Tarragona,128084,2023-05-29 00:00:00,2023-05-29 00:00:00,2023-05-28 00:00:00,2024-11-22 10:11:00,bryozoa,34982,species,40.9132,0.840532,False,research,51,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Myriaporidae,Myriapora
Pentapora fascialis,"Platja d'Aro, Girona, España",nuriamkuin,"nuriamkuin, xasalva, nuriamkuin",Spain,Gerona,127917,2023-05-28 00:00:00,2023-05-30 00:00:00,2023-05-27 00:00:00,2024-11-22 12:04:00,bryozoa,252951,species,41.8182,3.06686,False,research,570,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bitectiporidae,Pentapora
Schizoporella errata,"Tarragona, España",bertinhaco,"xasalva, bertinhaco",Spain,Tarragona,127856,2023-05-28 00:00:00,2023-05-30 00:00:00,2023-05-27 00:00:00,2024-11-22 09:17:00,bryozoa,248503,species,40.9116,0.833486,False,research,51,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Schizoporellidae,Schizoporella
Schizobrachiella sanguinea,"Tarragona, España",bertinhaco,"bertinhaco, xasalva",Spain,Tarragona,127855,2023-05-28 00:00:00,2023-05-29 00:00:00,2023-05-27 00:00:00,2024-11-22 09:16:00,bryozoa,248476,species,40.9116,0.833486,False,research,51,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Schizoporellidae,Schizobrachiella
Electra posidoniae,"Tarragona, España",bertinhaco,"bertinhaco, xasalva",Spain,Tarragona,127842,2023-05-28 00:00:00,2023-05-29 00:00:00,2023-05-27 00:00:00,2024-11-22 09:02:00,bryozoa,245637,species,40.9116,0.833486,False,research,51,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Electridae,Electra
Schizoporella errata,"Tarragona, España",bertinhaco,"bertinhaco, xasalva",Spain,Tarragona,127838,2023-05-28 00:00:00,2023-05-30 00:00:00,2023-05-27 00:00:00,2024-11-22 09:02:00,bryozoa,248503,species,40.9116,0.833486,False,research,51,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Schizoporellidae,Schizoporella
Pentapora fascialis,BioDivers Playa d'aro,ealcaniz,"ealcaniz, xasalva",Spain,Gerona,127644,2023-05-27 00:00:00,2024-03-01 00:00:00,2023-05-27 00:00:00,2024-11-22 09:38:00,bryozoa,252951,species,41.7979,3.06588,False,research,219,cc-by-nc-sa,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bitectiporidae,Pentapora
Myriapora truncata,BioDivers Playa d'aro,ealcaniz,"ealcaniz, jaume-piera",Spain,Gerona,127606,2023-05-27 00:00:00,2024-03-01 00:00:00,2023-05-27 00:00:00,2024-11-22 10:13:00,bryozoa,34982,species,41.7979,3.06588,False,research,219,cc-by-nc-sa,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Myriaporidae,Myriapora
Pherusella tubulosa,Cala Maset,xasalva,"xasalva, jaume-piera",Spain,Gerona,127185,2023-05-26 00:00:00,2023-12-21 00:00:00,2023-05-26 00:00:00,2024-11-22 22:06:00,bryozoa,255623,species,41.787,3.04646,False,research,4,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Ctenostomatida,Pherusellidae,Pherusella
Watersipora cucullata,Cala Maset,xasalva,"xasalva, jaume-piera",Spain,Gerona,127182,2023-05-26 00:00:00,2023-12-21 00:00:00,2023-05-26 00:00:00,2024-11-22 22:03:00,bryozoa,254491,species,41.787,3.04646,False,research,4,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Watersiporidae,Watersipora
Bicellariella ciliata,Cala Maset,xasalva,"xasalva, jaume-piera",Spain,Gerona,127127,2023-05-26 00:00:00,2023-12-21 00:00:00,2023-05-25 00:00:00,2024-11-22 21:27:00,bryozoa,248246,species,41.787,3.04646,False,research,4,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,Bicellariella
Aetea anguina,Cala Maset,xasalva,"xasalva, jaume-piera",Spain,Gerona,127123,2023-05-26 00:00:00,2023-12-21 00:00:00,2023-05-25 00:00:00,2024-11-22 21:25:00,bryozoa,257530,species,41.787,3.04646,False,research,4,cc-by-nc,1,1,0,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Aeteidae,Aetea
